N°,Question_Litterale,Propo 1,Propo 2,Propo 3,Propo 4,Bonne_Reponse,Rep_donnee,Niveau,N° famille,Nom famille,Commentaire,Ecran
23810,-VALEUR DE LA RESISTANCE ,150 Ω,"18,1 Ω",180 Ω,18 Ω,3,,2,201,Code des couleurs des résistances,Marron = 1 ; Gris = 8 ; Marron = 1 ; donc 18 x 101 = 180 Ω (exposant 1 pour la puissance de 10),23810
23811,-VALEUR DE LA RESISTANCE ,"1,2 MΩ",15 MΩ,12 MΩ,"1,5 MΩ",3,,2,201,Code des couleurs des résistances,Marron = 1 ; Rouge = 2 ; Bleu = 6 ; donc 12 x 106 = 12 000 000 = 12 MΩ (exposant 6 pour la puissance de 10),23811
23812,-RESISTANCE EQUIVALENTE,351 Ω,"12,5 Ω",31 Ω,5 Ω,3,,2,202,Groupements de résistances,"produit / somme = (10 x 15) / (10 + 15) = 150 / 25 =  6 Ω ;
RT = 6 + 25 = 31",23812
23813,-RESISTANCE EQUIVALENTE,"0,38 Ω","1,6 Ω","10,4 Ω",2 Ω,4,,2,202,Groupements de résistances,"produit / somme = (8 x 2) / (8 + 2) = 16 / 10 =  1,6 Ω ; 
RT = 1,6 + 0,4 = 2",23813
23814,-RESISTANCE EQUIVALENTE,4 Ω,"3,5 Ω",29 Ω,"12,5 Ω",3,,2,202,Groupements de résistances,produit / somme = (20 x 5) / (20 + 5) = 100 / 25 = 4 ; 25 + 4 = 29,23814
23815,-RESISTANCE EQUIVALENTE,"162,2 Ω",250 Ω,"86,6 Ω","324,4 Ω",1,,2,202,Groupements de résistances,"résistances en // : R = 1/(1/330 + 1/330 + 1/100) = 62,26 ou 330 / 2 = 165 ; produit / somme = (165 x 100) / (165 + 100) = 16500 / 265 = 62,26 ; 100 + 62,26 = 162,2",23815
23816,-CAPACITE EQUIVALENTE,"1,47 µF ",570 nF,320 nF,"0,53 µF",1,,2,208,Condensateurs et bobines (séparés),"Ceq = C1+C2 = 1 + 0,47 = 1,47",23816
23817,-TENSION AUX BORNES DE R,500 V ,55 V,"10,6 V",800 V,2,,2,209,"Transformateurs, ampli op, filtres RC LC RLC",Us = Ue x (Ns / Ne) = 220 x (250 / 1000) = 220 / 4 = 55. L’intensité au primaire ne sert à rien.,23817
23818,-COURANT DANS LE SECONDAIRE,8 A,2 A,31 mA,125 mA,2,,2,209,"Transformateurs, ampli op, filtres RC LC RLC","Is = Ie / (Ns / Ne) = 0,5 / (1250 / 5000) = 0,5 / (1/4) = 0,5 x 4 = 2",23818
23820,-FREQUENCE DE RESONANCE,160 MHz ,160 kHz,16 MHz,"1,6 MHz",3,,2,209,"Transformateurs, ampli op, filtres RC LC RLC","Formule simplifiée : F = 159 / √ (L en µH x C en pF) = 159 / √ (100) = 159/10 = 15,9 arrondi à 16 MHz. La donnée supplémentaire indique que le résultat sera arrondi.",23820
23821,-CALCULER Z EN CONNAISANT L C ET Q,"Infinie
",800 kΩ,5000 Ω,50 kΩ,4,,2,209,"Transformateurs, ampli op, filtres RC LC RLC","Z(kΩ) = √(L(µH) / C(pF)) x Q = √(25 / 100) x 100 =
√(0,25) x 100 = 0,5 x 100 = 50 kΩ
",23821
23822,-ROLE DE L'ETAGE REPERE PAR ?,Détecteur, Filtre passe-bas,Oscillateur ,Démodulateur AM,3,,2,204,Synoptiques d'émetteurs et de récepteurs,,23822
23823,"UN AMPLIFICATEUR NON LINEAIRE A DISTORSION QUADRATIQUE RECOIT DEUX SIGNAUX DE FREQUENCE 1 KHZ ET 100 KHZ. 
QUELLES SONT LES FREQUENCES DU SIGNAL DE SORTIE ?","1, 2, 99, 100, 101 et 200 kHz  ","1 kHz, 2 kHz, 100 kHz et 200 kHz","1 kHz, 100 kHz et 200 kHz",1 kHz et 100 kHz,1,,2,203,"Diodes et transistors, classes d'amplification",Ce type d’amplificateur amplifie les fréquences présentes à son entrée et génère aussi les mélanges « classiques » mais aussi les harmoniques 2 des signaux présents à son entrée.,
30001,QUELLES SONT LES LIMITES DE LA BANDE DES 23 CMS EN FRANCE METROPOLITAINE ?,430 à 440 MHz,"50,200 à 51,200 MHz","1240,000 à 1260,000 MHz","1240,000 à 1300,000 MHz",4,,3,305,Fréquences et puissances autorisées,Les décisions ARCEP ne précisent que les bandes de fréquences (et pas les longueurs d’onde). Pour mémoire : F(MHz) = 300 / L(m).,
30002,"EN ALPHABET PHONETIQUE, COMMENT EPELLE-T-ON LES LETTRES G ET T ?",Guatémala et Tango,Golf et Tokyo,Galaxy et Tanganika,Golf et Tango,4,,3,304,Table d’épellation internationale,L'alphabet phonétique est la première chose à apprendre.,
30003,EPELLATION CORRECTE DE L'INDICATIF F5AXG ?,Fox Trot 5 Alfa Xylophone Golf,France 5 Alfa X-Ray Golf,Fox Trot 5 Alfa X-Ray Golf,Fox Trot Alfa X-Ray Golf,3,,3,304,Table d’épellation internationale,,
30004,"QUELLE EST LA PUISSANCE MAXIMALE QU'UN RADIOAMATEUR PEUT
UTILISER SUR LA BANDE DES 15 METRES ?",100 Watts,250 Watts,500 Watts,Illimité,3,,3,305,Fréquences et puissances autorisées,"Pour les bandes HF, seul le 10 mètres (28,000 à 29,700 MHz) est limité à 250 Watts.
Pour le reste, puissance maximale = 500 Watts.",
30005,QUELLE EST LA BANDE PARTAGEE A STATUT SECONDAIRE ?,430 à 434 MHz,434 à 440 MHz,"7,000 à 7,200 MHz","14,000 à 14,250 MHz",1,,3,305,Fréquences et puissances autorisées,"Pour vous rappeler de cette question, mémorisez que c'est la première partie de la bande qui est secondaire (statut C). La seconde partie de la bande est à égalité de droits (statut B)",
30006,"QUE DOIT POSSEDER TOUT MATERIEL D'EMISSION RADIOAMATEUR AVANT TOUTE
UTILISATION ?",Rien,On doit pouvoir connecter au minimum 2 antennes,Il doit posseder une boite d'accord,Un certificat de conformité,4,,3,307,"Teneur des messages, matériel obligatoire, exposition","En effet, le matériel radio utilisé en France doit posseder un certificat de conformité, en général, c'est une étiquette verte ""CE"" qui se situe derrière l'appareil.
Notez que si le radioamateur a construit son appareil d'émission, le certificat de conformité n'est pas obligatoire mais le matériel devra être conforme aux conditions techniques définies par la réglementation.",
30007,"UN COAXIAL D'UNE LONGUEUR DE 100 METRES A UNE PERTE DE 0,03 DB PAR METRE.
LA PUISSANCE DE SORTIE SERA DIVISEE PAR COMBIEN ?",2,3,20,30,1,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ","Perte du coaxial : 0,03 x 100 = 3 dB ; -3 dB correspond à une puissance réduite de moitié (divisée par 2)",
30009,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR
F
DE QUEL PAYS EST-IL ORIGINAIRE ?",Guadeloupe,France,Corse,Martinique,2,,3,302,Indicatifs d'appel français et préfixes européens,,
30010,RENSEIGNEMENT OBLIGATOIRE DANS LE JOURNAL DE BORD ?,La langue utilisée,La date de la communication,Le prénom de l'opérateur,Le QTH de l'opérateur,2,,3,307,"Teneur des messages, matériel obligatoire, exposition","Le carnet de trafic est dénommé ""journal de bord"" par la décision 12-1241",
30012,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR
FG
DE QUEL PAYS EST-IL ORIGINAIRE ?",Guyane,Guadeloupe,Martinique,Mayotte,2,,3,302,Indicatifs d'appel français et préfixes européens,Attention à ne pas confondre avec la Guyane (FY).,
30013,"QUEL EST LE STATUT DE LA BANDE DE FREQUENCE 7,000 A 7,200 MHZ ?",cette bande n'est pas attribuée en totalité en région 1,"partagée, à égalité de droit","exclusive, statut primaire",précaire et révocable,3,,3,305,Fréquences et puissances autorisées,Cette bande est maintenant attribuée en totalité en région 1.,
30014,"L'UTILISATEUR D'UNE STATION RADIOAMATEUR DOIT :

1-DISPOSER D'UNE CHARGE NON RAYONNANTE.
2-DISPOSER D'UN FILTRE SECTEUR.
3-S'ASSURER QUE SES MISSIONS NE BROUILLENT PAS DES EMISSIONS DEJA EN COURS.
4-EFFECTUER TOUTES SES TRANSMISSIONS DANS UN LANGAGE CLAIR OU DANS UN CODE RECONNU PAR L'U.I.T.",2-3,1-3-4,3-4,1-2-3-4,3,,3,307,"Teneur des messages, matériel obligatoire, exposition",La charge non rayonnante et le filtre secteur ne sont plus obligatoires depuis la décision ARCEP 12-1241.,
30015,"QUEL EST LE STATUT DE LA BANDE DE FREQUENCE 1,810 A 1,850 MHZ ?","partagée, statut secondaire","partagée, à égalité de droit, statut primaire","exclusive, statut primaire",précaire et révocable,3,,3,305,Fréquences et puissances autorisées,"Maintenant, cette bande a un statut primaire (statut A). ",
30017,"RETROUVEZ UNE AFFIRMATION VRAIE ?
1 - UN RADIOAMATEUR ""HAREC"" PEUT EMETTRE SUR LA FREQUENCE 50,150 MHZ
2 - UN RADIOAMATEUR DOIT CESSER SES EMISSIONS DES QU'UNE STATION OFFICIELLE
     LUI DEMANDE
3 - DES L'OBTENTION DE SA LICENCE, UN RADIOAMATEUR PEUT EMETTRE
4 - UN RADIOAMATEUR DE L'EX CLASSE 3 PEUT METTRE SUR LA BANDE DES 12 METRES",2 et 3,1 et 2,1 et 3,4,2,,3,306,"Sanctions,  examen, perturbation, bande passante","Proposition 1 : En France métropolitaine, la limite des 50 MHz est 50,000 à 52,000 MHz. Les radioamateurs de la ""classe unique"" (sauf ceux de l'ex-classe 3) peuvent l'utiliser sans conditions particulières.
Proposition 2 : Le radioamateur doit cesser ses émissions.
Proposition 3 : La licence ne veut pas dire l'indicatif d'appel. Le radioamateur pourra émettre dès l'obtention de son indicatif d'appel délivré par le Ministre chargé des communications électronqiues.
Proposition 4 : Ne pas confondre 12 m et 2 m. 12 m = 24,890 à 24,990 MHz, bande sur laquelle l'émission est interdite aux opérateurs de l'ex-classe 3.",
30018,"UNE ANTENNE A UN GAIN DE 10 DB.
LA PUISSANCE SERA MULTIPLIEE PAR COMBIEN ?",1,2,4,10,4,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ",Le gain de 10 dB correspond à un rapport de puissance de 10.,
30019,"UN RADIOAMATEUR FRANCAIS A T'IL LE DROIT D'EMETTRE SUR LA
FREQUENCE 7,022 MHZ EN MODE DE TRANSMISSION A1A ?","Oui, dans tous les cas",Non,"Oui, mais avec une puissance de 10 W","Oui, s'il émet à partir du radio-club",1,,3,305,Fréquences et puissances autorisées,Toutes les classes d'émission sont autorisées (sauf aux ex-classe 3),
30020,UNE STATION RADIOAMATEUR INSTALLEE A BORD D'UNE PENICHE EST ASSIMILEE A ?,Une station Maritime/Mobile,Une station Fluviale,Une station Mobile,Une station Fixe,3,,3,306,"Sanctions,  examen, perturbation, bande passante",Attention à ne pas confondre avec MM (Maritime Mobile) où on émet en pleine mer.,
30021,QUELLE EST LA PUISSANCE MAXIMUM DE SORTIE AUTORISEE POUR LA CLASSE 3 ?,5 W,10 W,20 W,30 W,2,,3,305,Fréquences et puissances autorisées,,
30022,TYPE DE MODULATION INTERDITE A LA CLASSE 3 ?,A3E,F3C,J3E,A1A,2,,3,305,Fréquences et puissances autorisées,"Les 6 classes autorisées pour l'ex classe 3 sont : A3E, J3E, G3E, F3E, A1A, A2A",
30023,"DANS QUELLE BANDE LE SERVICE D'AMATEUR PAR SATELLITE (A.M.S.) EST-IL
AUTORISE ?","3,500 à 3,800 MHz","10,100 à 10,150 MHz","21,000 à 21,450 MHz","50,200 à 51,200 MHz",3,,3,305,Fréquences et puissances autorisées,,
30024,QU'EST-CE QU'UN OPERATEUR OCCASIONNEL ?,Une personne non autorisée qui utilise la station d'un radioamateur,L'épouse du radioamateur qui utilise la station de son mari,Un R.A étranger qui utilise sa station en france,Un R.A. français qui utilise la station d'un autre radioamateur,4,,3,306,"Sanctions,  examen, perturbation, bande passante","Cette notion d'opérateur occasionnel est encore utilisée mais n'a aucune base réglementaire en France. Rappelons que l'indicatif d'appel est attribué à un opérateur et non pas à une station (matériel). Il n'y a donc pas besoin de préciser que l'on exploite pas sa propre station. En revanche, on doit préciser /P ou /M puisque l'indicatif d'appel est utilisé d'un lieu différent de la station fixe déclarée à l'administration.",
30025,"EN ALPHABET PHONETIQUE, COMMENT EPPELLE-T-ON LA LETTRE R ?",Radio,Romeo,Richard,Rome,2,,3,304,Table d’épellation internationale,L'alphabet phonétique est la première chose à apprendre.,
30026,"EPELLATION CORRECTE DE L'INDICATIF
F 6 G P X ?",Fox-Trot 6 Guatémala Papa X-Ray,Florida 6 Golf Papa X-Ray,Fox-Trot 6 Golf Papa X-Ray,France 6 Golf Papa X-Ray,3,,3,304,Table d’épellation internationale,,
30027,LARGEUR DE BANDE A NE PAS DEPASSER EN CLASSE F3E SUR LA FREQUENCE 28.350 MHZ ?,12 kHz,pas de limite,6 kHz,20 kHz,1,,3,306,"Sanctions,  examen, perturbation, bande passante","Depuis la décision 12-1241, la largeur de la bande passante ne peut dépasser :
6 kHz jusqu'à 28 MHz
12 kHz de 28 à 144 MHz
20 kHz de 144 à 225 MHz
pas de limite au delà de 225 MHz",
30028,"QUEL EST LE STATUT DE LA BANDE SUIVANTE ?
18,068 A 18,168 MHZ ?",Exclusif,Secondaire,A égalité de droit,Précaire et révocable,1,,3,305,Fréquences et puissances autorisées,Une bande exclusive a un statut primaire (statut A),
30029,UNE STATION TRANSPORTABLE PEUT-ELLE ETRE UTILISEE PENDANT SON TRANSPORT ?,Non,Oui dans tous les cas,Oui sur batterie,Oui avec une source d'énergie autonome,1,,3,306,"Sanctions,  examen, perturbation, bande passante",,
30031,DE QUOI DOIT S'ASSURER UN AMATEUR AVANT D'EMETTRE ?,Que la puissance d'émission est à son maximum,Qu'il ne brouille pas une émission en cours,Que son antenne est correctement orientée,Que son indicateur de R.O.S est en fonction,2,,3,307,"Teneur des messages, matériel obligatoire, exposition",,
30033,"UN EMETTEUR CONSOMME 10 WATTS EN ENTREE.
LA PUISSANCE DE SORTIE DE CET EMETTEUR EST DE 5 WATTS.
QUEL EST SON RENDEMENT ?","0,5 %","2,5 %",2 %,50 %,4,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ","Le rendement est le rapport de la puissance émise par rapport à la puissance consommée, soit 5 / 10 = 0,5 = 50%",
30034,-QUE REPRESENTE CE SHEMA D'ANTENNE,Une antenne YAGI,Une antenne GP,Un doublet demi-onde,Une antenne parabolique,1,,3,308,"Caractéristiques des antennes, longueur d'onde-fréquence","L'antenne YAGI peut avoir 2, 3 jusqu'à 11 éléments, voire plus.
Les antennes Yagi pour les bandes HF peuvent émettre sur plusieurs bandes, en général 20, 15 et 10 mètres et parfois d'autres bandes.
Dans le schéma, les longueurs des brins parasites ne sont pas respectées. Les directeurs sont un peu plus courts et les réflecteurs un peu plus longs mais il n'y a pas de rapport de 1 à 3 comme dans le schéma de la question.",30034
30037,"UNE FORMALITE ADMINISTRATIVE EST-ELLE EXIGEE SI UN RADIOAMATEUR FRANCAIS
SE DEPLACE DANS UN PAYS MEMBRE DE LA CEPT ?","Oui, dans tous les cas",Non si c'est dans un pays limitrophe de la France ,"Oui, si la visite du radioamateur n'est pas faite dans un but touristique",Oui si son séjour dépasse 3 mois,4,,3,307,"Teneur des messages, matériel obligatoire, exposition",,
30038,QUELLE EST LA LARGEUR DE LA BANDE DES 160 METRES EN FRANCE METROPOLITAINE ?,40 MHz,40 kHz,30 kHz,20 kHz,2,,3,305,Fréquences et puissances autorisées,"Attention de ne pas confondre limites et largeur.
LISEZ BIEN VOTRE QUESTION.",
30039,EXCURSION DE FREQUENCE MAXIMALE A NE PAS DEPASSER DANS LES BANDES VHF ?,20 kHz,6 kHz,15 kHz,3 kHz,1,,3,306,"Sanctions,  examen, perturbation, bande passante","Depuis la décision 12-1241, la largeur de la bande passante ne peut dépasser :
6 kHz jusqu'à 28 MHz
12 kHz de 28 à 144 MHz
20 kHz de 144 à 225 MHz
pas de milite au delà de 225 MHz
Les VHF couvrent toutes les fréquences de 30 à 300 MHz. Donc la largeur de bande sur 50 MHz est 12 kHz et 20 kHz sur 144 MHz. Sur 225 MHz (bande ouverte au trafic en région 2), la largeur de bande n'a pas de limite (cette réponse n'est pas proposée ici).",
30040,"UN RADIOAMATEUR EFFECTUE UNE LIAISON EN MODULATION DE FREQUENCE SUR
144.500 MHZ. QUE DOIT-IL INSCRIRE SUR SON CAHIER DE TRAFIC ?",A3F,F3E,F2A,J7B,2,,3,307,"Teneur des messages, matériel obligatoire, exposition","Le carnet de trafic est maintenant dénommé ""journal de bord""",
30041,UNE EMISSION DE CLASSE A2A TRANSPORTE ?,de la téléphonie,de la télégraphie,des données,de la télévision,2,,3,301,Définition et autorisation des classes d’émission,,
30042,QUELLE EST LA LARGEUR DE LA BANDE DES 30 METRES EN FRANCE METROPOLITAINE ?,100 kHz,50 kHz,150 kHz,350 kHz,2,,3,305,Fréquences et puissances autorisées,"Attention de ne pas confondre limites et largeur.
LISEZ BIEN VOTRE QUESTION.",
30044,"EPELLATION CORRECTE DE L'INDICATIF :
F 8 D E M",Fox-Trot 8 Delta Echo Mike,Fox-Trot 8 Danemark Echo Mike,Fox-Trot 8 Delta Echo Mexico,France 8 Delta Echo Mike,1,,3,304,Table d’épellation internationale,,
30045,"QUELLE EST LA DISTANCE A RESPECTER ENTRE VOTRE STATION ET DES INSTALLATIONS
DE RADIO-COMMUNICATIONS APPARTENANT A L'ADMINISTRATION ?",1 kilomètre,2 kilomètres,3 kilomètres,5 kilomètres,1,,3,307,"Teneur des messages, matériel obligatoire, exposition",Dans des conditions bien particulières annexées au Plan Local d’Urbanisme consultable en Mairie (centre de réception de 1ère catégorie),
30046,"JE SUIS A BICYCLETTE ET JE TRAFIQUE AVEC UN PORTABLE VHF.
QUE DOIS-JE ANNONCER A LA FIN DE MON INDICATIF ?",F1XYZ/PM,F1XYZ/P,F1XYZ/B,F1XYZ/M,4,,3,306,"Sanctions,  examen, perturbation, bande passante","Attention, un appareil portatif (appelé portable en français) n'est pas transportable (suffixe P) mais est mobile (suffixe M). Les termes utilisés (mobile et portable) doivent prendre le sens des mots anglais (rappelons que les anglais nomment leur téléphone GSM ""mobile phone"")",
30047,"DANS QUELLE BANDE LE TRAFIC RADIOAMATEUR PAR SATELLITE (AMS) EST-IL AUTORISE ?
1) 21,000 - 21,450 MHZ
2) 24,890 - 24,990 MHZ
3) 28,000 - 29,700 MHZ
4) 144 - 146 MHZ",1,1-2,1-2-3-4,3-4,3,,3,305,Fréquences et puissances autorisées,,
30048,EPELLATION CORRECTE DE L'INDICATIF 'FC6ZVS' ?,Florida Charlie 6 Zoulou Victor Sierra,Fox-Trot Charlie 6 Zoulou Victor Sugar,Fox-Trot Charlie 6 Zoulou Victor Sierra,Fox-Trot 6 Zoulou Victor Sierra,3,,3,304,Table d’épellation internationale,,
30049,"LA BANDE DE FREQUENCE ENTRE 1,810 ET 1,850 MHZ EST ?",Une bande VHF,Une bande UHF,La bande des 17 mètres,La bande des 160 mètres,4,,3,305,Fréquences et puissances autorisées,,
30050,"F0XYZ REND VISITE A UN RADIOAMATEUR BELGE ON3XYZ.
COMMENT DOIT-IL FORMULER SON INDICATIF ?",ON3XYX opéré par FØXYZ,Il n'a pas le droit d'émettre,FØXYZ opérant ON3XYZ,ON3XYZ,2,,3,307,"Teneur des messages, matériel obligatoire, exposition",Le certificat d'opérateur radioamateur de l'ex-lasse 3 n'a pas d'équivalence CEPT. On ne peut donc pas émettre hors de France avec ce certificat d'oéprateur.,
30051,"EN ALPHABET PHONETIQUE, COMMENT EPPELLE-T-ON LES LETTRES Y ET Z ?",Yankee et Zanzibar,Yokohama et Zanzibar,Yankee et Zoulou,Yesterday et Zoulou,3,,3,304,Table d’épellation internationale,L'alphabet phonétique est la première chose à apprendre.,
30052,-QUE REPRESENTE CE SHEMA D'ANTENNE ?,Une antenne YAGI,Une antenne Ground Plane,Un doublet demi-onde,Une antenne parabolique,2,,3,308,"Caractéristiques des antennes, longueur d'onde-fréquence","L'autre nom de l'antenne GP est le quart d'onde vertical.
Dans ce schéma, les dimensions des radiants disposés à la base de l'antenne ne sont pas respectées car, en toute logique,ils devraient mesurer la même longueur que le brin rayonnant vertical.",30052
30053,SIGNIFICATION DE F2A ?,1,2,3,4,2,,3,301,Définition et autorisation des classes d’émission,,
30054,"PUISSANCE DE SORTIE AUTORISEE POUR LA CLASSE 3 DANS UN PAYS LIMITROPHE A
LA FRANCE ?",0 W,2 W,5 W,10 W,1,,3,305,Fréquences et puissances autorisées,Les radioamateurs de l'ex-classe 3 ne peuvent pas émettre hors de France.,
30055,"VOUS EMETTEZ A BORD D'UNE PENICHE.
COMMENT DEVEZ-VOUS FORMULER VOTRE INDICATIF ?",F1XYZ,F1XYZ/P,F1XYZ/MM,F1XYZ/M,4,,3,306,"Sanctions,  examen, perturbation, bande passante","L'émission à bord d'une péniche est considérée comme une émission mobile,  il faut donc faire suivre son indicatif par la lettre M. Le suffixe MM est réservé aux stations installée sur un navire émettant en dehors des eaux territoriales (à plus de 12 milles nautiques des côtes)

",
30056,PUISSANCE DE SORTIE AUTORISEE SUR LA FREQUENCE 7.022 MHZ ?,100 W,150 W,250 W,500 W,4,,3,305,Fréquences et puissances autorisées,,
30057,QUE SIGNIFIE LES LETTRES C.M.R ?,Conférence Mondiale des RadioAmateurs,Congrés Mondial du RadioAmateurisme,Congrés Mondial de la Radio,Conférence Mondiale des RadioCommunications,4,,3,306,"Sanctions,  examen, perturbation, bande passante",,
30058,"RENSEIGNEMENTS OBLIGATOIRES DANS LE JOURNAL DE BORD ?
1-LE LIEU D'EMISSION S'IL EST DIFFERENT DE LA STATION FIXE
2-L'HEURE LOCALE DE VOTRE CORRESPONDANT
3-LA FREQUENCE UTILISEE
4-LE LIEU D'EMISSION DE VOTRE CORRESPONDANT",1-2-3,1-3,2-3-4,1-3-4,2,,3,307,"Teneur des messages, matériel obligatoire, exposition","Le carnet de trafic est nommé maintenant ""journal de bord""",
30059,UN RADIOAMATEUR PEUT-IL CONTACTER SA PROPRE STATION ?,"Oui, quand il est en mobile","Oui, mais chez un autre Radioamateur",Non,Oui,3,,3,306,"Sanctions,  examen, perturbation, bande passante",Comment peut-on faire ??? L'indicatif d'appel est attribué à une personne et pas à du matériel.,
30060,QUEL ORGANISME EN FRANCE GERE LES FREQUENCES ?,ARCEP,CEPT,CNCL,ANFR,4,,3,306,"Sanctions,  examen, perturbation, bande passante",L’ANFR a pour mission d’assurer la gestion et le contrôle d’utilisation des fréquences radioélectriques. La CNCL n’existe plus et a été remplacée par le CSA (La CNCL puis le CSA ont été de 1986 à 1990 les administrations de tutelle des radioamateurs). L’ARCEP gère une partie des utilisateurs du spectre radioélectrique (dont le service d'amateur) et définit leur condition d’exploitation en leur attribuant des fréquences. La CEPT rassemble les autorités réglementaires des pays européens,
30061,EPELLATION CORRECTE DE L'INDICATIF F C 6 X N B,Florida Charlie 6 X-Ray November Boston,France Charlie 6 X-Ray November Bravo,Fox-Trot Charlie 6 X-Ray Nancy Boston,Fox-Trot Charlie 6 X-Ray November Bravo,4,,3,304,Table d’épellation internationale,,
30062,"UN EMETTEUR A UNE PUISSANCE DE 5 WATTS.
ON PORTE SA PUISSANCE A 10 WATTS.
QUEL EN SERA LE GAIN EN PUISSANCE ?",3 dB,2 dB,5 dB,6 dB,1,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ",Un rapport de puissance de 2 correspond à un gain de 3 dB.,
30063,"QUE SIGNIFIE LES LETTRES :
U . I . T",Université Internationale des Transmissions,Union Internationale des Transmissions,Union Internationale des Télécommunications,Unité Internationale des Télécommunications,3,,3,306,"Sanctions,  examen, perturbation, bande passante",,
30064,LE CONTROLE DE VOTRE STATION D'AMATEUR PEUT AVOIR LIEU ?,Uniquement le Week-End,Après avoir pris rendez-vous avec l'ANFR,Entre 8 et 20 heures,Uniquement du lundi au vendredi,3,,3,306,"Sanctions,  examen, perturbation, bande passante",Le contrôle ne peut avoir lieu qu’avec une commission rogatoire délivré par un juge et sera effectué par les agents de l’ANFR,
30065,QUEL EST LE ROLE D'UNE BOITE DE COUPLAGE ?,Elle permet d'orienter son antenne,Elle permet de coupler 2 antennes,Elle permet d'accorder son antenne,Elle permet de coupler 2 émetteurs,3,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ",,
30066,"UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR LES LETTRES LX EMET A PARTIR
DE QUEL PAYS ?",Lithuanie,Lettonie,Luxembourg,Liechtenstein,3,,3,302,Indicatifs d'appel français et préfixes européens,,
30067,"APRES AVOIR REUSSI L'EXAMEN RADIOAMATEUR, ON EST TENU :
1 - DE NE PAS EMETTRE AVANT D'AVOIR RECU LA CARTE AVEC LE NUMERO D'EXAMEN
2 - DE FAIRE DE L'EMISSION UNIQUEMENT AVEC L'INDICATIF DU RADIO-CLUB
3 - DE LIMITER SES CONTACTS AVEC DES STATIONS DE VOTRE DEPARTEMEMENT
4 - DE NE PAS EMETTRE AVANT D'AVOIR RECU LA NOTIFICATION DE SON INDICATIF D'APPEL",1,2,3,4,4,,3,306,"Sanctions,  examen, perturbation, bande passante",,
30068,"VOUS ETES TITULAIRE D'UN INDICATIF DE CLASSE 3, POUVEZ VOUS EMETTRE EN
MODE A2A ?","Oui, dans tous les cas","Oui, mais uniquement de 144.000 MHz à 144.300 MHz",Non,"Oui, mais uniquement de 144.000 MHz à 144.050 MHz",1,,3,306,"Sanctions,  examen, perturbation, bande passante",,
30069,"CALCULER LE TOS ?
PUISSANCE REFLECHIE : 5 WATTS
PUISSANCE INCIDENTE : 15 WATTS",20 %,33 %,58 %,10 %,3,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ","k = rapport d'ondes stationnaires
TOS = 100 x k avec k =racine carrée de Pr/Pi  donc :
k = racine (5/15) = racinne (0,333) = 0,57
TOS = k x 100 = 0,57 x 100 = 57,7% ",
30071,"EN ALPHABET PHONETIQUE, COMMENT EPELLE-T-ON LES LETTRES D ET W ?",Danemark et Whiskey,Dany et Whiskey,Delta et Whiskey,Delta et Wally,3,,3,304,Table d’épellation internationale,L'alphabet phonétique est la première chose à apprendre.,
30073,QUELLE EST LA BANDE PARTAGEE A EGALITE DE DROIT EN REGION 1 ?,"14,000 à 14,350 MHz","3,500 à 3,800 MHz","10,100 à 10,150 MHz","18,068 à 18.168 MHz",2,,3,305,Fréquences et puissances autorisées,,
30074,ETENDUE DES ONDES DECIMETRIQUES ?,"0,3 à 3 GHz",3 à 30 GHz,3 à 30 kHz,3 à 30 MHz,1,,3,310,"Gammes d’onde, décibels, CEM, protection",,
30075,ETENDUE DES ONDES CENTIMETRIQUES ?,3 à 30 GHz,3 à 30 MHz,"0,3 à 3 GHz",30 à 300 MHz,1,,3,310,"Gammes d’onde, décibels, CEM, protection",,
30076,"POUR L'AMATEUR FRANCAIS EN VISITE DANS UN PAYS ETRANGER ADHERENT A LA CEPT,
LA LICENCE DITE CEPT PERMET SANS FORMALITE :",L'exploitation d'une station portable pour une durée inférieure à 3 mois,L'exploitation d'une station portable quelque que soit la durée du séjour,L'application de la réglementation française dans ce pays,L'exploitation d'une station fixe dans ce pays,1,,3,307,"Teneur des messages, matériel obligatoire, exposition",,
30078,QUEL EST LE SUJET DE CONVERSATIONS AUTORISEES LORS DE LIAISONS RADIO ?,Adresse des amateurs de la région,Réglementation radioamateur,Editeurs de livres techniques,Médecine naturelle,2,,3,307,"Teneur des messages, matériel obligatoire, exposition",,
30079,QUEL EST LE RENSEIGNEMENT QUI N'EST PAS OBLIGATOIRE DANS LE JOURNAL DE BORD ?,Localisation du relais,Heure de début de la communication,Fréquence utilisée,Heure de fin de la communication,1,,3,307,"Teneur des messages, matériel obligatoire, exposition","Le carnet de trafic est maintenant appelé ""journal de bord""",
